question_id,course,question,gold_answer,source_slide_or_note,slide_number
Q069,MCS 472 Fundamentals of Entrepreneurship,What does an attractive industry look like and what does Porter's Five Forces model assess?,An attractive industry for a new venture is typically young (early in the life cycle) fragmented (no single dominant player) and experiencing growth. Porter's Five Forces model assesses the competitive intensity and profitability potential of an industry by examining: the threat of new entrants (more entrants make competition harder) the bargaining power of suppliers (higher supplier power reduces firm profitability) the bargaining power of buyers (higher buyer power reduces pricing flexibility) the threat of substitute products (more substitutes reduce the firm's market power) and the intensity of rivalry among existing competitors (more rivals reduce profitability chances). A highly mature concentrated industry with slow growth expensive inputs and strong incumbents is highly unattractive for a new entrant.,1788818828647_Entrepreneurship_MCQs.md,Q6
Q070,MCS 472 Fundamentals of Entrepreneurship,What is a competitive analysis grid and what is a non-traditional barrier to entry?,A competitive analysis grid is a tool used in the market analysis section of a business plan that organises data about competitors to help the firm identify gaps and competitive advantages relative to existing players. A non-traditional barrier to entry is a unique operational model business model or way of doing business that becomes hard for others to replicate — as opposed to traditional barriers like capital requirements or government regulation. For example a startup that introduces a disruptive service model that transforms customer expectations creates a non-traditional barrier.,1788818859545_entre_midsem_highlighted.md,Q24-27
Q071,MCS 472 Fundamentals of Entrepreneurship,What are the four forms of intellectual property protection available to entrepreneurs?,The four main forms of intellectual property protection are: Patents which protect novel inventions and give the holder exclusive rights to make use and sell the invention for a defined period (Utility Patent: 20 years Design Patent: 14 years in Ghana). Trademarks which protect names logos symbols and sounds that distinguish a firm's products or services — they are renewable every 10 years. Copyrights which protect original creative works such as books music films and software — they generally last for the author's lifetime plus 70 years. Trade Secrets which protect confidential business information (formulas processes designs) that provide a competitive advantage through strict confidentiality measures like NDAs — they have no registration requirement and last indefinitely as long as the secret is maintained.,1788818828647_Entrepreneurship_MCQs.md,Q43-44
Q072,MCS 472 Fundamentals of Entrepreneurship,What are the steps involved in obtaining a trademark in Ghana?,The trademark registration process involves: conducting a Preliminary Search (optional) to check if similar marks already exist. Filing an Application (Form TM No. 2) with the relevant intellectual property office. Publication and Opposition (a 2-month window during which third parties can oppose the registration). Certification (issuance of the certificate if no successful opposition is filed). Note that PCT National Phase Filing is a step in patent registration not trademark registration.,1788818828647_Entrepreneurship_MCQs.md,Q42
Q073,MCS 472 Fundamentals of Entrepreneurship,How does copyright registration work in Ghana?,After submitting an application for copyright registration the Copyright Office determines within two weeks whether the work is a subject matter for registration and in writing informs the applicant accordingly. If the work qualifies the Copyright Office issues a certificate of registration of copyright or related right to the applicant within two weeks after informing the applicant that the work is a subject matter for registration. A copyright protects the expression of ideas (written works music films software artworks) but not the ideas themselves.,1788818828647_Entrepreneurship_MCQs.md,Q8-10
Q074,MCS 472 Fundamentals of Entrepreneurship,What is a trade secret and how does it differ from a patent?,A trade secret is confidential business information — such as a formula recipe process or method — that provides a competitive advantage and is protected by keeping it secret rather than by registration. Trade secrets are not known outside the company are known internally only on a need-to-know basis are safeguarded by stringent confidentiality measures (NDAs employment contracts) and last indefinitely as long as secrecy is maintained. A patent on the other hand is registered publicly grants exclusive rights for a fixed period and requires full public disclosure of the invention in exchange for that protection. A trade secret is never registered with the Copyright Office.,1788818828647_Entrepreneurship_MCQs.md,Q43
Q075,MCS 472 Fundamentals of Entrepreneurship,What are the three types of franchising arrangements?,The three types of franchising arrangements are: Individual Franchise Agreement which involves the sale of a single franchise for a specific location — the franchisor grants one franchisee the right to operate in one place. Area Franchise Agreement which allows a franchisee to own and operate a specific number of franchises in a particular geographic area. Master Franchise Agreement which gives the franchisee both the right to operate franchises in a geographic area AND the right to sell franchises to others (sub-franchisees) — the master franchisee essentially acts as a mini-franchisor within the territory.,Lecture_5_-_Franchising.md,slides
Q076,MCS 472 Fundamentals of Entrepreneurship,What is the difference between a product distribution franchise and a business format franchise?,A product distribution franchise grants the franchisee the right to use the franchisor's trademark and sell its products but provides limited operational support — the focus is on product distribution (e.g. CarPro auto parts). A business format franchise grants not only the brand name but also provides the franchisee with a complete business system including training marketing support detailed operations manuals and ongoing support — the franchisee gets an entire way of running the business (e.g. Brew Bliss coffee shops KFC McDonald's).,1788818828647_Entrepreneurship_MCQs.md,Q41
Q077,MCS 472 Fundamentals of Entrepreneurship,What are the advantages of franchising for the franchisor and the franchisee?,For the franchisor the advantages include: reduced financial risk and investment burden (franchisees fund their own units) rapid expansion using local entrepreneurs' market knowledge and capital access to motivated local operators who have personal financial stakes in success and access to local knowledge that helps adapt the brand to regional consumer preferences and regulations. For the franchisee the advantages include: access to an established brand with proven systems and customer recognition reduced start-up risk (the business model is tested) training and ongoing support from the franchisor and lower failure rates compared to independent start-ups. Note that full control over all local operations is NOT an advantage for franchisors since franchisees operate independently.,1788818828647_Entrepreneurship_MCQs.md,Q36
Q078,MCS 472 Fundamentals of Entrepreneurship,What steps should a prospective franchisee follow before buying a franchise?,A prospective franchisee should follow these steps: conduct thorough research on the franchise opportunity and the industry. Carefully study the franchise disclosure document provided by the franchisor. Visit several of the franchisor's existing outlets to observe operations first-hand. Meet with the franchisor and its team to assess the relationship and support offered. Speak with existing franchisees to check their experiences and satisfaction. Check references thoroughly. Consult a franchise attorney and financial advisor before signing. Then open the franchise business with a clear operational understanding.,Lecture_5_-_Franchising.md,slides
Q079,MCS 472 Fundamentals of Entrepreneurship,What are the three main sources of funding for new ventures and what type of venture suits each?,New ventures can be funded from three main sources matched to the venture's risk and growth profile: Personal funds friends and family and bootstrapping are most appropriate for high-risk ventures with uncertain returns weak cash flow and unproven management — when external funders are unlikely to be interested. Debt financing (bank loans SBA loans) is appropriate for lower-risk ventures with strong cash flow low leverage audited financials good management and a healthy balance sheet — lenders need predictable repayment. Equity financing (angel investors venture capital IPO) is appropriate for ventures offering high returns — they must have a unique business idea high growth potential a niche market and proven management.,1788818840902_MCS_472_Answer_Key.md,Q101
Q080,MCS 472 Fundamentals of Entrepreneurship,What is bootstrapping and what are common examples of bootstrapping techniques?,Bootstrapping means using creative and resourceful methods to reduce costs and minimise dependence on external funding — building the business from within existing means. Common bootstrapping techniques include: buying used or second-hand equipment instead of new leasing assets rather than purchasing them outright requesting advance payments from customers to generate early cash flow sharing office space or resources with other businesses minimising personal drawings and reinvesting all early profits and leveraging sweat equity — the founder's time and effort — as a substitute for paid labour.,1788818840902_MCS_472_Answer_Key.md,Q104-105
Q081,Computer Security and Penetration Testing,What is computer cracking and why is it a crime regardless of the cracker's motivation?,Computer cracking is the term for illegally hacking into a computer system without the permission of the system's owner. Regardless of the motivations of the computer cracker — whether curiosity financial gain patriotism or revenge — cracking a system is a crime. The intent does not matter under the law; the unauthorized access itself constitutes the illegal act.,ch01.pptx,4
Q082,Computer Security and Penetration Testing,Describe the White Hat Black Hat and Gray Hat hacker categories.,The White Hat/Black Hat model categorises hackers based on intent and legality. White hats represent the good guys — security professionals who use hacking skills ethically and legally to improve security. Black hats represent the bad guys — malicious hackers who break into systems illegally and without authorisation. Gray hat hackers occupy a middle ground — they may break into systems without permission but typically without malicious intent — demonstrating that the binary good/evil dichotomy is not a good fit for the real world.,ch01.pptx,5-6
Q083,Computer Security and Penetration Testing,What are the common motivations behind hacking?,The common motivations that drive hackers include: Curiosity and love of puzzles Desire for recognition or fame Revenge Financial gain Patriotism or politics. These motivations explain why the hacker community is diverse — not all hackers are motivated by malice or financial gain.,ch01.pptx,10
Q084,Computer Security and Penetration Testing,What is an ethical hacker and what is their role in information security?,An ethical hacker is a security professional who applies their hacking skills for defensive purposes. Ethics are the principles of conduct that govern individuals groups and professions. Some companies prefer to pay an ethical hacker to discover their systems' weaknesses and security gaps rather than wait for a malicious attacker to find them. Ethical hackers work to protect all areas of information technology and must have experience in software engineering network engineering and system security.,ch01.pptx,11-20
Q085,Computer Security and Penetration Testing,Describe the evolution of hacking from the 1950s to the 1990s.,The modern concept of hacking began in the late 1950s when students at MIT started using their access to the mainframe to work on new languages. The first password hacks were a response to the Compatible Time Sharing System (CTSS) developed in the early 1960s. In the 1970s phone phreaks used phreaking to make free calls from payphones by exploiting telephone networks. In the 1980s war dialers were developed to search for open modems personal computer prices dropped hacker communities grew and viruses worms and Trojans started appearing in 1988. The antisocial actions of crackers and script kiddies eventually led the term computer hacker to become associated with malicious intent rather than its original meaning of technical exploration.,ch01.pptx,12-14
Q086,Computer Security and Penetration Testing,What is reconnaissance in the context of penetration testing and what makes an activity legal versus illegal?,Reconnaissance is the act of locating targets and developing the methods necessary to attack those targets successfully. Reconnaissance is not by definition illegal — many techniques are completely legal. Legal activities include: looking up publicly available company information on the Internet calling for customer service assistance interviewing staff or attending facility tours. Questionable activities include: performing a passive port scan reading mail cart names war driving and looking through garbage cans. Illegal activities include: developing a front company for fraud stealing garbage entering a premises without authorisation dropping a keylogger and leaving a sniffer.,ch02.pptx,3-7
Q087,Computer Security and Penetration Testing,What is social engineering and what techniques do social engineers use?,Social engineering works because people are trusting and helpful — the weakest link in any security scheme is the user. Success depends on the ability of hackers to manipulate human psychology contacts and physical workstations. Common techniques include: Impersonation (pretending to be a person or service role) Bribery (exploiting greed and ignorance) Deception (joining a company as an employee or consultant) Conformity (building a fake rapport as a trusted friend) Phishing (tricking users into giving private account information) Reverse social engineering (projecting authority to get people to bring problems to the hacker) and Physical intrusion (entering a facility using fake identification after baselining its security procedures).,ch02.pptx,9-14
Q088,Computer Security and Penetration Testing,What is dumpster diving and why is it a significant security concern?,Dumpster diving is the practice of searching through an organisation's discarded trash to find sensitive information. It is often a mother lode of useful data including sales receipts and paperwork containing personal data or credit card information company directories policy manuals and catalog lists. Shredded documents can still lead to data leaks and drafts of letters are routinely left whole in the trash. Security policy must carefully address what constitutes sensitive information and decide how to treat refuse — the best solution is to use secure shredding methods for all sensitive paper waste.,ch02.pptx,22-23
Q089,Computer Security and Penetration Testing,What are the steps to counter social engineering attempts?,Steps to counter social engineering include: Never provide any information to unknown people. Never disclose confidential information over the telephone. Never type passwords or other confidential information in front of unknown people. Never submit information to insecure websites. Never use the same username and password across all accounts. Always verify credentials of persons asking for passwords. Keep confidential documents locked. Lock or shut down computers when away from the workstation. Instruct help desk employees to provide information only after gaining proper authentication from the requester.,ch02.pptx,18-19
Q090,Computer Security and Penetration Testing,What is a network scanner and how did scanners evolve historically?,A scanner is a software tool that examines and reports about vulnerabilities on local and remote hosts — it finds and helps fix vulnerabilities in remote machines on a network. A port scanner specifically examines and reports the condition (open or closed) of a port and the application listening on it. Scanners first appeared even before ARPANET to monitor connections between mainframes and dumb terminals. The Internet launched in the 1970s with no security. Early UNIX servers led to war dialers — scripts that dial a range of phone numbers to identify computers. In the early 1980s system administrators created shell scripts to check network security. As the Internet grew more scanners were developed for multiple platforms.,ch03.pptx,3-6
Q091,Computer Security and Penetration Testing,How do scanners work and what are the main types of scanning?,Scanners automate the process of examining network weaknesses. They are not heuristic (they do not learn). Their functions are: connect to a target host examine the target for services running on it and examine each service for known vulnerabilities. Main types of scanning include: TCP Connect Scanning (attempts TCP connections with all ports — no root needed but IDSs recognise it) Half-Open Scanning (sends only SYN — does not complete connections — requires root privileges) UDP Scanning (sends 0-byte UDP packets — ICMP unreachable reply indicates closed port) IP Protocol Scanning (examines supported protocols via ICMP unreachable replies) Ping Scanning (ICMP echo requests to check if host is active) and Stealth Scanning (examines hosts behind firewalls without being logged by the target).,ch03.pptx,7-14
Q092,Computer Security and Penetration Testing,Describe Nmap and its key advantages as a scanning tool.,Nmap (Network Mapper) is probably the best all-around network scanner available. It is powerful yet easy to use and supports many different operating systems. Its advantages include: Flexible (supports many scan types and protocols) Powerful (comprehensive scanning capabilities) Portable (runs on many platforms) Easy (simple command-line interface) Free (no cost) Well documented Supported Acclaimed and Popular. Basic Nmap commands in Red Hat Linux include: rpm -q nmap (check installation) nmap -A 192.168.0.1 (simple scan with OS detection and version detection) and nmap -A -P0 192.168.0.1 (scan without ping first).,ch03.pptx,16-18
Q093,Computer Security and Penetration Testing,What is a sniffer and what are the three categories of sniffers?,A sniffer (or packet sniffer) is an application that monitors filters and captures data packets transferred over a network. Sniffers are nearly impossible to detect in operation and can be implemented from almost any computer. The three types are: Bundled sniffers (come pre-installed with specific operating systems — e.g. Network Monitor on Windows tcpdump on Linux/UNIX Snoop on Solaris and nettl/netfmt on HP-UX) Commercial sniffers (used by companies to detect network problems — both fault analysis and performance analysis) and Free sniffers (used for the same purposes as commercial sniffers but with minimal support).,ch04.pptx,4-8
Q094,Computer Security and Penetration Testing,What are the components of a sniffer and how does it operate?,The main components of a sniffer are: Hardware (primarily the NIC) Capture Driver (captures network traffic from the Ethernet connection filters unwanted data and stores filtered traffic in a buffer) Buffer (a dynamic area of RAM that holds captured data — using either store-until-full or round-robin method) Decoder (interprets binary information and displays it in a readable format) and Packet Analysis (provides real-time analysis of captured packets). A sniffer must work with the type of network interface supported by the operating system and can only read traffic passing through the network interface adapter on the machine where it is installed.,ch04.pptx,9-11
Q095,Computer Security and Penetration Testing,What is promiscuous mode and how does it enable sniffing?,Promiscuous mode is a setting on a NIC that allows it to retrieve any data packet being transferred throughout an Ethernet network segment — not just packets addressed to that particular machine. A sniffer puts a network card into promiscuous mode using a programmatic interface that can bypass the TCP/IP stack of the operating system. In normal operation every adapter compares the destination MAC address in a received frame with its own MAC address and discards frames not addressed to it. In promiscuous mode this filtering is disabled so the sniffer can record all traffic on the network segment.,ch04.pptx,16-17
Q096,Computer Security and Penetration Testing,What is TCP/IP and how does the three-way handshake work?,TCP/IP (Transmission Control Protocol/Internet Protocol) is a suite of protocols that underlie the Internet — the common language of networked computers. IP transmits data from source to destination and routes packets over network hardware but is connectionless (no guarantee of delivery). TCP is connection-oriented and guarantees delivery and correct ordering of packets using sequence numbers. The three-way handshake establishes a TCP connection: (1) Source sends a SYN packet with an Initial Sequence Number (ISN) (2) Destination replies with a SYN/ACK packet (3) Source sends an ACK to complete the connection. Connection release uses: FIN → FIN/ACK → ACK or an RST to immediately reset the session.,ch05.pptx,3-20
Q097,Computer Security and Penetration Testing,What is data encapsulation in TCP/IP and what are the key vulnerabilities in TCP/IP?,Data encapsulation is the process of enclosing higher-level protocol information in lower-level protocol information — also called data hiding. Key TCP/IP vulnerabilities include: IP Spoofing (attackers send packets with a false source address and must guess sequence numbers to maintain the connection) Connection hijacking (taking over an authenticated session) ICMP attacks Denial-of-Service attacks via TCP SYN flooding (flooding the network with SYN packets to exhaust resources) and RIP attacks. During TCP/IP's development in the 1980s security was not a priority — it was designed for a trusted academic environment making it inherently vulnerable to these attacks.,ch05.pptx,6-26
Q098,Computer Security and Penetration Testing,What are the TCP timers and what role do they play in TCP sessions?,All TCP sessions are tracked with timers built into the TCP protocol. The key timers are: Connection Establishment timer — a session will not be established if the destination server takes longer than 75 seconds to respond. FIN_WAIT timer — waits for FIN packets with a default value of 10 minutes. TIME_WAIT timer — default value of two minutes — waits for late packets to arrive at the destination. KEEP_ALIVE timer — checks whether the destination computer is still active by sending a test packet approximately every two hours to verify the other computer is alive and idle. These timers ensure sessions do not remain open indefinitely and that resources are properly released.,ch05.pptx,22-24
Q099,Computer Security and Penetration Testing,What is IP spoofing and what are the steps involved in a successful IP spoofing attack?,IP spoofing consists of a hacker accessing a target disguised as a trusted third party. The steps to perform an IP spoofing attack on a trusted machine relationship are: (1) Identify the target pair of trusted machines. (2) Anesthetize (stun/disable) the host the attacker intends to impersonate — typically using a SYN flood Ping of Death or other denial-of-service attack. (3) Forge the IP address of the stunned host. (4) Connect to the target machine as the assumed identity. (5) Accurately guess the correct TCP sequence number to complete the handshake — ISNs are not truly random and increment by fixed values making prediction possible. When the attack is complete the trusted machine must be released and returned to normal.,ch07.pptx,3-14
Q100,Computer Security and Penetration Testing,Describe the main types of spoofing attacks.,The main categories of spoofing attacks are: Blind Spoofing — the hacker can only see one side of the relationship and must guess responses without seeing the target's replies. Active Spoofing — the hacker can see both parties observe responses and perform various exploits such as sniffing data corrupting data or deleting packets. IP Spoofing — accessing a target disguised as a trusted third party. ARP Spoofing — modifying the ARP table by responding to ARP broadcast requests with the hacker's own MAC address redirecting traffic. Web Spoofing — spoofing a website's IP to intercept all communication between the site and the user. DNS Spoofing — changing a website's DNS record to point to the hacker's IP address directing users to the hacker's machine unknowingly.,ch07.pptx,20-28
Q101,Computer Security and Penetration Testing,What is session hijacking and how does TCP session hijacking work?,Session hijacking is when a hacker takes control of a TCP session between two hosts. A TCP session can only be hijacked after the hosts have authenticated successfully — the session cannot be initiated until authentication is complete. From the hacker's perspective: TCP tracks packets sent between machines. One method is using source-routed IP packets. If source routing is turned off the hacker uses blind hijacking — guessing the responses of the two machines. The hacker can also sit inline between the two hosts using a sniffer. A key problem is the ACK storm — the hijacked host and recipient continue sending ACKs creating a flood of traffic. Three ways to stop an ACK storm are: losing the ACK packet ending the connection or resynchronising the client and server.,ch08.pptx,4-14
Q102,Computer Security and Penetration Testing,How does route table modification enable session hijacking?,All computers using TCP/IP maintain a route table that shows the path to a destination IP address or the nearest source that might know the address. The route table has two sections: active routes and active connections. In route table modification a hacker changes the route table so the host computer assumes the best path for data transfer goes through the hacker's computer. Hackers can modify the route table by: (1) Erasing all necessary records from the route table and providing the hacker's own IP address as the default gateway or (2) Changing the corresponding route in the route table of the gateway router. This redirects all traffic through the attacker's machine enabling interception.,ch08.pptx,19-23
Q103,Computer Security and Penetration Testing,What is UDP hijacking and how does it differ from TCP session hijacking?,UDP (User Datagram Protocol) is a connectionless protocol that runs on top of IP networks providing very few error recovery services. It offers a direct way to send and receive datagrams over an IP network and is used primarily for broadcasting messages. UDP hijacking is more vulnerable to attack than TCP because UDP has no handshake or sequence numbers. The hacker needs only to sniff the network for a UDP request for a website and drop a spoofed UDP packet before the web server responds — there is no authentication or sequence number guessing required. This makes UDP sessions significantly easier to hijack than TCP sessions.,ch08.pptx,32-33
Q104,Computer Security and Penetration Testing,What are the defences against session hijacking?,The primary defences against session hijacking are: Encryption — using encrypted protocols makes it far too complicated and time-consuming for a hacker to get authenticated to intercept a session. Standard protocols like POP3 Telnet IMAP and SMTP are excellent targets for hijacking because they transfer data as plaintext — encrypted alternatives should be used instead. Storm Watching — setting an IDS rule to watch for abnormal increases in network traffic and alerting the security officer when they occur. An unexpected traffic increase could indicate an ACK storm. Packets with the same header information but different sizes could indicate a hijacking in progress.,ch08.pptx,36-40
Q105,Computer Security and Penetration Testing,What are the functions and vulnerabilities of proxy servers?,Proxy servers perform the following functions: restrict users from accessing specific websites using access rules mask the IP addresses of internal users from outside connections maintain logs of requests and user details and maintain a cache of visited sites. A proxy server is simple to install (often part of the server OS or included in router and firewall software) and the user is hidden — but can be traced through the proxy server's logs. Attacks on proxy servers fall into two groups: attacks made upon proxy servers directly and attacks made through proxy servers (including buffer overflow attacks denial-of-service attacks and session-hijacking attacks). Hackers exploit proxies by using chains of proxy servers or by spoofing valid authentication details to hide their identity.,ch09.pptx,3-7
Q106,Computer Security and Penetration Testing,What are the vulnerabilities of routers and switches and what attacks can be launched against them?,Routers and switches both segment a network and can filter packets but switches are considered to have lower security than routers since they are often viewed as internal network components. With VLAN technology some networks use gateway switches for logical network segmentation. If an attacker has access to the console port of a router they can easily set a remote user for the device. The default password for many Cisco routers is admin/admin. Common router attacks include: Denial-of-Service (DoS) Attack Distributed Denial-of-Service (DDoS) Attack and Route Table Modification Attack. Hackers use port scans to discover open ports applications running on them and even the operating system of the target.,ch09.pptx,10-14
Q107,Computer Security and Penetration Testing,What are firewalls and what are their limitations?,Firewalls are often considered the ultimate one-point solution for securing networks from both internal and external threats. The main function of a firewall is to centralise access control by monitoring both inbound and outbound traffic and preventing unauthorised users and malicious code from entering a network. Firewalls are designed to be transparent to authorised users and intrusive to unauthorised users. Limitations include: limited ability to check data integrity cannot filter packets not sent through them firewalls from different vendors may not work well together do not provide robust application security do not stop all malicious code cannot detect attackers using valid credentials may miss attacks if not configured properly and are only effective if security policies are established and enforced.,ch09.pptx,17-21
Q108,Computer Security and Penetration Testing,What are the three methods of attacking a firewall?,Firewall attacks can be organised into three categories: Spoofing Session hijacking and Denial of service. The three basic methods to hack a firewall are: Back doors — an alternate method used to access a network after an initial attack — hackers may leave an alternate route back in. After an attack the computer should either be formatted and reinstalled or the specific bug used should be patched. Root access — used when hackers want to return to the network using root or administrator access — achieved by sniffing passwords through a back door or hijacking a session then installing a rootkit. Through the Web — since most firewalls permit access to remote web servers hackers can use search engines to find information about specific firewalls and exploit web-accessible services.,ch09.pptx,22-26
Q109,Computer Security and Penetration Testing,What is a Trojan horse how does it differ from viruses and worms and what are its typical functions?,A Trojan horse is an application that uses trickery to get a user to install it by masquerading as a legitimate useful program such as a game utility or software patch. Unlike viruses and worms Trojans cannot reproduce themselves — they must be installed by the user and activated. Typical Trojan functions include: logging keystrokes taking screen captures accessing files on local and shared drives acting as a server where the client is the hacker sending and receiving files viewing cached passwords restarting the system launching processes modifying files sharing files and modifying registry keys.,ch10.pptx,4-8
Q110,Computer Security and Penetration Testing,What are the main distribution vectors for Trojan horses and how can they be detected and prevented?,Trojan horses are distributed through: E-mail attachments Scripts in HTML emails Files on FTP servers Scripts on spoofed or hacked legitimate websites Download opportunities on websites Files on bulletin boards and forums and Social engineering. Recent attacks have disguised Trojans as patches — always validate checksums from legitimate download sites. Detection methods include: Object reconciliation (verifying date/time size and checksum of system files against originals) using MD5 Tripwire and other cryptographic checksum tools checking for unauthorised services and comparing system binaries to original installation files. Prevention best practices include: never open unverified executables never accept unexpected attachments never allow standard users to install programs install a software firewall and never run with root/administrator privileges.,ch10.pptx,9-19
Q111,Computer Security and Penetration Testing,Describe the famous Trojan horses in the history of cybersecurity.,Notable historical Trojan horses include: PC-Write (1986) — the first known Trojan masquerading as version 2.72 of the PC-Write shareware word processor — it wiped the FAT (file allocation table) and formatted the hard drive. AIDS.exe/PC Cyborg (1989) — distributed through postal mail claiming to contain AIDS/HIV information — the actual payload encrypted the hard drive and demanded a fee for the decryption password. Back Orifice (1998) — a remote administration server designed by the Cult of the Dead Cow allowing near-complete control of the victim machine — intentionally difficult to detect. Pretty Park (1999) — the first Trojan to use a worm for propagation — mailed itself to all addresses in the victim's address book and connected to IRC channels sending system information every 30 seconds. NetBus (2001) — allowed attackers to control the target with the same rights as the current user. SubSeven (1999) — enabled unauthorised access propagated via a forged Symantec email. BO2K — Back Orifice 2000 allowing infected machines to be used as a chain of proxy servers.,ch10.pptx,12-22
Q112,Computer Security and Penetration Testing,What are symmetric and asymmetric key encryption and how do they differ?,Symmetric key encryption (also called secret key algorithms) uses the same key to both encrypt and decrypt data. Both sender and recipient must have a copy of the key. The inherent vulnerability is that the key must be transmitted — if intercepted the encryption is broken. It is faster than asymmetric algorithms. Asymmetric key encryption (also called public key algorithms) uses two mathematically related keys: a public key and a private key. The public key can be distributed openly over unsecured media. The public key encrypts data and only the corresponding private key can decrypt it. This solves the key distribution problem of symmetric encryption but is slower.,ch06.pptx,7-12
Q113,Computer Security and Penetration Testing,Describe DES 3DES and AES — how do they work and how do they compare in security and speed?,DES (Data Encryption Standard) is a block cipher developed in the early-to-mid 1970s. It uses a 56-bit key breaks plaintext into 64-bit blocks and applies a series of permutations. It is FIPS-approved but susceptible to brute-force attacks due to its short key. 3DES (Triple DES) encrypts text three times with DES using different keys equivalent to a single DES with a 112-bit key but almost three times slower than DES. AES (Advanced Encryption Standard also known as Rijndael) superseded DES in 2001. It uses a 128-bit block size with 128- 192- or 256-bit keys. The input is copied to a 4×4 State array and transformed via substitutions and transpositions. AES is faster than DES but slower than Blowfish. All successful attacks on AES have been side-channel attacks (based on factors other than the algorithm's mathematical strength).,ch06.pptx,18-23
Q114,Computer Security and Penetration Testing,What is cryptography and what are the key terms associated with it?,Cryptography is the science of encrypting and decrypting information. An algorithm encrypts a plaintext document into ciphertext and decrypts it back. Key techniques include: Transposition (changing the position or order of letters — breakable by frequency analysis) and Substitution (replacing a letter or group of letters with another — the Enigma machine was a famous WWII substitution cipher broken by Alan Turing's Bombe machine). Key cryptographic terms are: Cleartext (unencrypted readable data) Ciphertext (encrypted data) Key (the value used by the algorithm to encrypt/decrypt) Algorithm (the mathematical procedure) and Hash (a fixed-size output derived from variable-length input — used to verify data integrity).,ch06.pptx,4-6
Q115,Computer Security and Penetration Testing,What is ARP spoofing how does it work and what is its relationship to session hijacking?,ARP (Address Resolution Protocol) spoofing involves modifying the ARP table for hacking purposes. The ARP table stores IP-to-MAC address mappings so routers can find the physical destination of a packet. In an ARP spoofing attack the hacker: detects ARP broadcast requests (when a host cannot find the MAC address for a destination IP it broadcasts an ARP request to the network) fakes the IP address of the legitimate destination and responds to the ARP request with the MAC address of the hacker's computer. This causes the ARP table of the requesting host to associate the target IP address with the hacker's MAC address redirecting all traffic intended for the target to the hacker's machine. ARP spoofing is a key method used by tools like Hunt to facilitate session hijacking.,ch07.pptx,24-25
Q116,Computer Security and Penetration Testing,What is Wireshark and what are its capabilities as a sniffer?,Wireshark (formerly known as Ethereal) is probably the best-known and most powerful free network protocol analyser available for UNIX/Linux and Windows. It allows users to capture packets from a live network in real time and save them to a capture file on disk. Data can be captured from a network connection directly or read from interfaces including Ethernet FDDI PPP token-ring and X.25. Wireshark provides real-time analysis and decoding of captured packets displaying them in human-readable format. It is widely used by both network administrators for legitimate monitoring and by penetration testers for security assessment.,ch04.pptx,22
Q117,Computer Security and Penetration Testing,What is a VPN and how does it provide secure remote access?,A Virtual Private Network (VPN) allows employees to access their company's network from a remote location using the Internet as a transport vehicle. VPNs use protocols like point-to-point tunneling to create an encrypted data tunnel over the public Internet. This means data transmitted between the remote user and the corporate network is encrypted making it unreadable to eavesdroppers on the Internet. VPNs are subject to their own vulnerabilities and can be attacked — the security of the VPN depends heavily on proper configuration the strength of the encryption protocols used and the security of the endpoints.,ch09.pptx,28
Q118,Computer Security and Penetration Testing,What are vendor-neutral security certifications available to computer security professionals?,Key vendor-neutral security certifications and their issuing bodies include: CompTIA Security+ Certification (CompTIA) Global Information Assurance Certification (GIAC) — Security Administration Certifications ISC2 Certifications including Associate of (ISC)2 SSCP (Systems Security Certified Practitioner) CAP (Certified Authorization Professional) CISSP (Certified Information Systems Security Professional) and CISSP Concentrations. EC-Council Certifications are also widely recognised. Additionally there are vendor-specific certificates such as Cisco's CCNA and Microsoft's MCSE which are useful to newcomers to the network security industry. There is currently no single national certification standard for computer security professionals.,ch01.pptx,15-18
Q119,Computer Security and Penetration Testing,What is the DNS spoofing attack and how does it redirect users to malicious sites?,DNS (Domain Name System) spoofing is an attack where the hacker changes a website's IP address in the DNS record to the IP address of the hacker's own computer. When a user tries to visit the legitimate website their DNS query returns the hacker's IP address instead. The user is then accessing the hacker's computer while believing they are accessing the legitimate site. This allows the hacker to: intercept all communication between the user and the apparent site steal login credentials and sensitive data serve malicious content or malware and harvest any information the user submits. DNS spoofing can be combined with web spoofing where the hacker ensures all communication between the spoofed website and the user passes through the hacker's computer.,ch07.pptx,27
Q120,Computer Security and Penetration Testing,What is IP fragmentation and why does it create a vulnerability?,When a large IP packet is sent over a network it is broken down into smaller pieces — this process is called fragmentation. IP packets often arrive out of sequence — a vulnerability that attackers can exploit. Attackers can craft fragmented IP packets that: reassemble into malicious payloads that bypass firewall inspection overlap with previous fragments to overwrite data and exploit weaknesses in how different operating systems reassemble fragments. Additionally IP is connectionless with no guarantee of delivery or correct ordering — this combined with the fragmentation mechanism means security devices must reconstruct entire packet streams to inspect payloads which is computationally expensive and can be exploited for evasion.,ch05.pptx,11-13
